ID,CÓDIGO,NOME PARLAMENTAR,NOME CIVIL,N PROCESSO,CLASSE,LEGISLATURA,LISTA_FACHIN
1170,141398,CARLOS ZARATTINI,CARLOS ALBERTO ROLIM ZARATTINI,4425,Inq,2015-2018,FACHIN
68,141404,CASSIO TANIGUCHI,CASSIO TANIGUCHI,430,AP,2006-2010,
69,141404,CASSIO TANIGUCHI,CASSIO TANIGUCHI,503,AP,2006-2010,
70,141404,CASSIO TANIGUCHI,CASSIO TANIGUCHI,445,AP,2006-2010,
71,141404,CASSIO TANIGUCHI,CASSIO TANIGUCHI,2512,Inq,2006-2010,
72,141404,CASSIO TANIGUCHI,CASSIO TANIGUCHI,2511,Inq,2006-2010,
73,141404,CASSIO TANIGUCHI,CASSIO TANIGUCHI,2850,Inq,2006-2010,
74,141404,CASSIO TANIGUCHI,CASSIO TANIGUCHI,2566,Inq,2006-2010,
75,141404,CASSIO TANIGUCHI,CASSIO TANIGUCHI,2542,Inq,2006-2010,
941,178876,CELIO SILVEIRA,CELIO ANTONIO DA SILVEIRA,4291,Inq,2015-2018,
1194,73441,CELSO RUSSOMANNO,CELSO UBIRAJARA RUSSOMANNO,4422,Inq,2015-2018,FACHIN
443,160576,CESAR HALUM,CESAR HANNA HALUM,3560,Inq,2011-2014,
1160,160576,CESAR HALUM,CESAR HANNA HALUM,3611,Inq,2015-2018,
493,160634,CHICO DAS VERDURAS,FRANCISCO VIEIRA SAMPAIO,851,AP,2011-2014,
494,160634,CHICO DAS VERDURAS,FRANCISCO VIEIRA SAMPAIO,572,AP,2011-2014,
495,160634,CHICO DAS VERDURAS,FRANCISCO VIEIRA SAMPAIO,711,AP,2011-2014,
496,160634,CHICO DAS VERDURAS,FRANCISCO VIEIRA SAMPAIO,3771,Inq,2011-2014,
847,178841,CICERO ALMEIDA,JOSE CICERO SOARES DE ALMEIDA,4228,Inq,2015-2018,
848,178841,CICERO ALMEIDA,JOSE CICERO SOARES DE ALMEIDA,3620,Inq,2015-2018,
849,178841,CICERO ALMEIDA,JOSE CICERO SOARES DE ALMEIDA,3959,Inq,2015-2018,
850,178841,CICERO ALMEIDA,JOSE CICERO SOARES DE ALMEIDA,956,AP,2015-2018,
230,141501,CIDA DIOGO,MARIA APARECIDA DIOGO BRAGA,2821,Inq,2006-2010,
76,141406,CIRO GOMES,CIRO FERREIRA GOMES,2956,Inq,2006-2010,
77,141406,CIRO GOMES,CIRO FERREIRA GOMES,2954,Inq,2006-2010,
446,160557,CLAUDIO PUTY,CLAUDIO ALBERTO CASTELO BRANCO PUTY,3693,Inq,2011-2014,
78,141409,CLODOVIL HERNANDES,CLODOVIL HERNANDES,439,AP,2006-2010,
79,74026,CLOVIS FECURY,CLOVIS ANTONIO CHAVES FECURY,2447,Inq,2006-2010,
231,141502,DALVA FIGUEIREDO,MARIA DALVA DE SOUZA FIGUEIREDO,491,AP,2006-2010,
232,141502,DALVA FIGUEIREDO,MARIA DALVA DE SOUZA FIGUEIREDO,2615,Inq,2006-2010,
233,141502,DALVA FIGUEIREDO,MARIA DALVA DE SOUZA FIGUEIREDO,2838,Inq,2006-2010,
669,141502,DALVA FIGUEIREDO,MARIA DALVA DE SOUZA FIGUEIREDO,3648,Inq,2011-2014,
981,178892,DAMINA PEREIRA,DAMINA DE CARVALHO PEREIRA,4086,Inq,2015-2018,
1178,74060,DANIEL ALMEIDA,DANIEL GOMES DE ALMEIDA,4390,Inq,2015-2018,FACHIN
1201,144523,DANIEL VILELA,DANIEL ELIAS CARVALHO VILELA,4441,Inq,2015-2018,FACHIN
486,62881,DANILO FORTE,FRANCISCO DANILO BASTOS FORTE,3317,Inq,2011-2014,
487,62881,DANILO FORTE,FRANCISCO DANILO BASTOS FORTE,3873,Inq,2011-2014,
914,62881,DANILO FORTE,FRANCISCO DANILO BASTOS FORTE,3317,Inq,2015-2018,
81,141413,DECIO LIMA,DECIO NERY DE LIMA,2713,Inq,2006-2010,
82,141413,DECIO LIMA,DECIO NERY DE LIMA,2988,Inq,2006-2010,
83,141413,DECIO LIMA,DECIO NERY DE LIMA,2851,Inq,2006-2010,
84,141413,DECIO LIMA,DECIO NERY DE LIMA,2958,Inq,2006-2010,
447,141413,DECIO LIMA,DECIO NERY DE LIMA,898,AP,2011-2014,
1117,141413,DECIO LIMA,DECIO NERY DE LIMA,2851,Inq,2015-2018,
1212,141413,DECIO LIMA,DECIO NERY DE LIMA,4457,Inq,2015-2018,FACHIN
1001,178908,DELEGADO EDER MAURO,EDER MAURO CARDOSO BARRA,4313,Inq,2015-2018,
1002,178908,DELEGADO EDER MAURO,EDER MAURO CARDOSO BARRA,989,AP,2015-2018,
982,178893,DELEGADO EDSON MOREIRA,EDSON MOREIRA DA SILVA,4016,Inq,2015-2018,
767,160606,DELEGADO PROTOGENES,PROTOGENES PINHEIRO DE QUEIROZ,3879,Inq,2011-2014,
768,160606,DELEGADO PROTOGENES,PROTOGENES PINHEIRO DE QUEIROZ,3764,Inq,2011-2014,
769,160606,DELEGADO PROTOGENES,PROTOGENES PINHEIRO DE QUEIROZ,3673,Inq,2011-2014,
770,160606,DELEGADO PROTOGENES,PROTOGENES PINHEIRO DE QUEIROZ,3795,Inq,2011-2014,
771,160606,DELEGADO PROTOGENES,PROTOGENES PINHEIRO DE QUEIROZ,3797,Inq,2011-2014,
772,160606,DELEGADO PROTOGENES,PROTOGENES PINHEIRO DE QUEIROZ,3840,Inq,2011-2014,
773,160606,DELEGADO PROTOGENES,PROTOGENES PINHEIRO DE QUEIROZ,3898,Inq,2011-2014,
774,160606,DELEGADO PROTOGENES,PROTOGENES PINHEIRO DE QUEIROZ,3152,Inq,2011-2014,
448,74264,DEVANIR RIBEIRO,DEVANIR RIBEIRO,3626,Inq,2011-2014,
449,73768,DILCEU SPERAFICO,DILCEU JOAO SPERAFICO,3655,Inq,2011-2014,
450,73768,DILCEU SPERAFICO,DILCEU JOAO SPERAFICO,3668,Inq,2011-2014,
1033,73768,DILCEU SPERAFICO,DILCEU JOAO SPERAFICO,4010,Inq,2015-2018,
1034,73768,DILCEU SPERAFICO,DILCEU JOAO SPERAFICO,3989,Inq,2015-2018,
451,160599,DIMAS FABIANO,DIMAS FABIANO TOLEDO JUNIOR,3358,Inq,2011-2014,
1195,160599,DIMAS FABIANO,DIMAS FABIANO TOLEDO JUNIOR,4423,Inq,2015-2018,FACHIN
85,141415,DJALMA BERGER,DJALMA VANDO BERGER,2570,Inq,2006-2010,
86,141415,DJALMA BERGER,DJALMA VANDO BERGER,2640,Inq,2006-2010,
453,74197,DOMINGOS DUTRA,DOMINGOS FRANCISCO DUTRA FILHO,3755,Inq,2011-2014,
454,143632,DOMINGOS NETO,DOMINGOS GOMES DE AGUIAR NETO,3633,Inq,2011-2014,
455,160758,DOMINGOS SAVIO,DOMINGOS SAVIO CAMPOS RESENDE,3231,Inq,2011-2014,
335,141540,DR. NECHAR,SERGIO ANTONIO NECHAR,2620,Inq,2006-2010,
729,147975,DR. PAULO CESAR,PAULO CESAR DA GUIA ALMEIDA,3864,Inq,2011-2014,
458,73793,EDINHO BEZ,EDSON BEZ DE OLIVEIRA,3916,Inq,2011-2014,
87,141417,EDIO LOPES,EDIO VIEIRA LOPES,2816,Inq,2006-2010,
456,141417,EDIO LOPES,EDIO VIEIRA LOPES,3782,Inq,2011-2014,
1115,141417,EDIO LOPES,EDIO VIEIRA LOPES,940,AP,2015-2018,
88,74580,EDMAR MOREIRA,EDMAR BATISTA MOREIRA,2928,Inq,2006-2010,
89,74580,EDMAR MOREIRA,EDMAR BATISTA MOREIRA,2584,Inq,2006-2010,
457,141418,EDSON APARECIDO,EDSON APARECIDO DOS SANTOS,3878,Inq,2011-2014,
460,160618,EDSON PIMENTA,EDSON SAMPAIO PIMENTA,3803,Inq,2011-2014,
461,160647,EDUARDO AZEREDO,EDUARDO BRANDAO DE AZEREDO,3690,Inq,2011-2014,
983,74655,EDUARDO BARBOSA,EDUARDO LUIZ BARROS BARBOSA,3650,Inq,2015-2018,
90,74173,EDUARDO CUNHA,EDUARDO COSENTINO DA CUNHA,2956,Inq,2006-2010,
91,74173,EDUARDO CUNHA,EDUARDO COSENTINO DA CUNHA,2984,Inq,2006-2010,
92,74173,EDUARDO CUNHA,EDUARDO COSENTINO DA CUNHA,3056,Inq,2006-2010,
93,74173,EDUARDO CUNHA,EDUARDO COSENTINO DA CUNHA,2954,Inq,2006-2010,
94,74173,EDUARDO CUNHA,EDUARDO COSENTINO DA CUNHA,2452,Inq,2006-2010,
462,74173,EDUARDO CUNHA,EDUARDO COSENTINO DA CUNHA,858,AP,2011-2014,
463,74173,EDUARDO CUNHA,EDUARDO COSENTINO DA CUNHA,3833,Inq,2011-2014,
1049,141421,EDUARDO DA FONTE,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,3989,Inq,2015-2018,
1050,141421,EDUARDO DA FONTE,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,3998,Inq,2015-2018,
1051,141421,EDUARDO DA FONTE,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,4118,Inq,2015-2018,
95,73945,EDUARDO GOMES,CARLOS EDUARDO TORRES GOMES,2493,Inq,2006-2010,
464,141422,EFRAIM FILHO,EFRAIM DE ARAUJO MORAIS FILHO,3653,Inq,2011-2014,
1125,160532,ELI CORREA FILHO,ADRIANO ELI CORREA,4363,Inq,2015-2018,
96,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,545,AP,2006-2010,
97,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,2667,Inq,2006-2010,
98,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,2678,Inq,2006-2010,
99,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,2950,Inq,2006-2010,
100,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,2599,Inq,2006-2010,
101,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,2772,Inq,2006-2010,
465,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,899,AP,2011-2014,
466,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,882,AP,2011-2014,
467,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,3681,Inq,2011-2014,
468,141423,ELIENE LIMA,ELIENE JOSE DE LIMA,3785,Inq,2011-2014,
102,73892,ELISEU PADILHA,ELISEU PADILHA,2741,Inq,2006-2010,
103,74119,EMANUEL FERNANDES,EMANUEL FERNANDES,2588,Inq,2006-2010,
104,74119,EMANUEL FERNANDES,EMANUEL FERNANDES,2739,Inq,2006-2010,
469,74119,EMANUEL FERNANDES,EMANUEL FERNANDES,709,AP,2011-2014,
470,160575,ERIKA KOKAY,ERIKA JUCA KOKAY,3818,Inq,2011-2014,
928,160575,ERIKA KOKAY,ERIKA JUCA KOKAY,3098,Inq,2015-2018,
929,160575,ERIKA KOKAY,ERIKA JUCA KOKAY,3129,Inq,2015-2018,
930,160575,ERIKA KOKAY,ERIKA JUCA KOKAY,3699,Inq,2015-2018,
105,141425,ERNANDES AMORIM,ERNANDES SANTOS AMORIM,475,AP,2006-2010,
106,141425,ERNANDES AMORIM,ERNANDES SANTOS AMORIM,418,AP,2006-2010,
107,141425,ERNANDES AMORIM,ERNANDES SANTOS AMORIM,2983,Inq,2006-2010,
108,141425,ERNANDES AMORIM,ERNANDES SANTOS AMORIM,2490,Inq,2006-2010,
109,141425,ERNANDES AMORIM,ERNANDES SANTOS AMORIM,2919,Inq,2006-2010,
110,141425,ERNANDES AMORIM,ERNANDES SANTOS AMORIM,2551,Inq,2006-2010,
111,141425,ERNANDES AMORIM,ERNANDES SANTOS AMORIM,2807,Inq,2006-2010,
112,141425,ERNANDES AMORIM,ERNANDES SANTOS AMORIM,2801,Inq,2006-2010,
113,141425,ERNANDES AMORIM,ERNANDES SANTOS AMORIM,2936,Inq,2006-2010,
471,160649,ESPERIDIAO AMIN,ESPERIDIAO AMIN HELOU FILHO,583,AP,2011-2014,
472,160649,ESPERIDIAO AMIN,ESPERIDIAO AMIN HELOU FILHO,699,AP,2011-2014,
473,160649,ESPERIDIAO AMIN,ESPERIDIAO AMIN HELOU FILHO,594,AP,2011-2014,
474,160649,ESPERIDIAO AMIN,ESPERIDIAO AMIN HELOU FILHO,3136,Inq,2011-2014,
1108,178953,EXPEDITO NETTO,EXPEDITO GONCALVES FERREIRA NETTO,4307,Inq,2015-2018,
962,178904,EZEQUIEL FONSECA,EZEQUIEL ANGELO FONSECA,941,AP,2015-2018,
963,178904,EZEQUIEL FONSECA,EZEQUIEL ANGELO FONSECA,4297,Inq,2015-2018,
964,178904,EZEQUIEL FONSECA,EZEQUIEL ANGELO FONSECA,4249,Inq,2015-2018,
115,141428,FABIO FARIA,FABIO SALUSTINO MESQUITA DE FARIA,2454,Inq,2006-2010,
1209,141428,FABIO FARIA,FABIO SALUSTINO MESQUITA DE FARIA,4452,Inq,2015-2018,FACHIN
114,141427,FABIO RAMALHO,FABIO AUGUSTO RAMALHO DOS SANTOS,2995,Inq,2006-2010,
984,141427,FABIO RAMALHO,FABIO AUGUSTO RAMALHO DOS SANTOS,3962,Inq,2015-2018,
475,160587,FABIO TRAD,FABIO RICARDO TRAD,3688,Inq,2011-2014,
476,160587,FABIO TRAD,FABIO RICARDO TRAD,3490,Inq,2011-2014,
234,74037,FATIMA BEZERRA,MARIA DE FATIMA BEZERRA,3060,Inq,2006-2010,
1183,141429,FELIPE MAIA,FELIPE CATALAO MAIA,4399,Inq,2015-2018,FACHIN
477,160666,FELIX MENDONCA JUNIOR,FELIX DE ALMEIDA MENDONCA JUNIOR,692,AP,2011-2014,
478,160666,FELIX MENDONCA JUNIOR,FELIX DE ALMEIDA MENDONCA JUNIOR,705,AP,2011-2014,
479,160666,FELIX MENDONCA JUNIOR,FELIX DE ALMEIDA MENDONCA JUNIOR,3756,Inq,2011-2014,
215,74063,FERNANDO DE FABINHO,LUIZ FERNANDO DE FABINHO ARAUJO LIMA,535,AP,2006-2010,
216,74063,FERNANDO DE FABINHO,LUIZ FERNANDO DE FABINHO ARAUJO LIMA,2684,Inq,2006-2010,
217,74063,FERNANDO DE FABINHO,LUIZ FERNANDO DE FABINHO ARAUJO LIMA,2656,Inq,2006-2010,
482,160646,FERNANDO FRANCISCHINI,FERNANDO DESTITO FRANCISCHINI,3865,Inq,2011-2014,
1032,160646,FERNANDO FRANCISCHINI,FERNANDO DESTITO FRANCISCHINI,4349,Inq,2015-2018,
480,160676,FERNANDO TORRES,FERNANDO DANTAS TORRES,690,AP,2011-2014,
481,160676,FERNANDO TORRES,FERNANDO DANTAS TORRES,3787,Inq,2011-2014,
483,160676,FERNANDO TORRES,FERNANDO DANTAS TORRES,3612,Inq,2011-2014,
905,160676,FERNANDO TORRES,FERNANDO DANTAS TORRES,4230,Inq,2015-2018,
906,160676,FERNANDO TORRES,FERNANDO DANTAS TORRES,3787,Inq,2015-2018,
484,160598,FLAVIA MORAIS,FLAVIA CARREIRO ALBUQUERQUE MORAIS,3435,Inq,2011-2014,
119,141434,FLAVIANO MELO,FLAVIANO FLAVIO BAPTISTA DE MELO,435,AP,2006-2010,
120,141434,FLAVIANO MELO,FLAVIANO FLAVIO BAPTISTA DE MELO,2522,Inq,2006-2010,
485,141434,FLAVIANO MELO,FLAVIANO FLAVIO BAPTISTA DE MELO,3637,Inq,2011-2014,
841,141434,FLAVIANO MELO,FLAVIANO FLAVIO BAPTISTA DE MELO,435,AP,2015-2018,
1003,178907,FRANCISCO CHAPADINHA,FRANCISCO ALVES DE AGUIAR,4294,Inq,2015-2018,
121,73981,FRANCISCO RODRIGUES,FRANCISCO DE ASSIS RODRIGUES,2459,Inq,2006-2010,
497,160537,GABRIEL CHALITA,GABRIEL BENEDITO ISSAAC CHALITA,3298,Inq,2011-2014,
498,160537,GABRIEL CHALITA,GABRIEL BENEDITO ISSAAC CHALITA,3738,Inq,2011-2014,
499,160669,GENECIAS NORONHA,GENECIAS MATEUS NORONHA,3403,Inq,2011-2014,
123,141442,GERALDO PUDIM,GERALDO ROBERTO SIQUEIRA DE SOUZA,2704,Inq,2006-2010,
124,141442,GERALDO PUDIM,GERALDO ROBERTO SIQUEIRA DE SOUZA,2601,Inq,2006-2010,
501,74374,GERALDO RESENDE,GERALDO RESENDE PEREIRA,3352,Inq,2011-2014,
972,74374,GERALDO RESENDE,GERALDO RESENDE PEREIRA,3352,Inq,2015-2018,
125,74566,GERALDO SIMOES,GERALDO SIMOES DE OLIVEIRA,471,AP,2006-2010,
126,74566,GERALDO SIMOES,GERALDO SIMOES DE OLIVEIRA,2707,Inq,2006-2010,
127,74566,GERALDO SIMOES,GERALDO SIMOES DE OLIVEIRA,2644,Inq,2006-2010,
128,74566,GERALDO SIMOES,GERALDO SIMOES DE OLIVEIRA,2970,Inq,2006-2010,
502,74566,GERALDO SIMOES,GERALDO SIMOES DE OLIVEIRA,593,AP,2011-2014,
503,74566,GERALDO SIMOES,GERALDO SIMOES DE OLIVEIRA,632,AP,2011-2014,
129,73472,GERVASIO SILVA,GERVASIO JOSE DA SILVA,2532,Inq,2006-2010,
116,74383,GIACOBO,FERNANDO LUCIO GIACOBO,433,AP,2006-2010,
117,74383,GIACOBO,FERNANDO LUCIO GIACOBO,2712,Inq,2006-2010,
118,74383,GIACOBO,FERNANDO LUCIO GIACOBO,2806,Inq,2006-2010,
1106,178996,GIOVANI FELTES,GIOVANI BATISTA FELTES,921,AP,2015-2018,
459,160562,GIROTO,EDSON GIROTO,605,AP,2011-2014,
504,141446,GLADSON CAMELI,GLADSON DE LIMA CAMELI,3533,Inq,2011-2014,
505,141446,GLADSON CAMELI,GLADSON DE LIMA CAMELI,3786,Inq,2011-2014,
506,141446,GLADSON CAMELI,GLADSON DE LIMA CAMELI,3654,Inq,2011-2014,
670,129618,GORETE PEREIRA,MARIA GORETE PEREIRA,3387,Inq,2011-2014,
671,129618,GORETE PEREIRA,MARIA GORETE PEREIRA,3922,Inq,2011-2014,
915,129618,GORETE PEREIRA,MARIA GORETE PEREIRA,3387,Inq,2015-2018,
916,129618,GORETE PEREIRA,MARIA GORETE PEREIRA,3922,Inq,2015-2018,
507,141447,GUILHERME CAMPOS,GUILHERME CAMPOS JUNIOR,3514,Inq,2011-2014,
598,74053,HELENO SILVA,JOSE HELENO DA SILVA,677,AP,2011-2014,
130,73940,HENRIQUE AFONSO,HENRIQUE AFONSO SOARES LIMA,2530,Inq,2006-2010,
599,68731,HENRIQUE OLIVEIRA,JOSE HENRIQUE OLIVEIRA,691,AP,2011-2014,
600,68731,HENRIQUE OLIVEIRA,JOSE HENRIQUE OLIVEIRA,581,AP,2011-2014,
601,68731,HENRIQUE OLIVEIRA,JOSE HENRIQUE OLIVEIRA,3093,Inq,2011-2014,
1210,97707,HERACLITO FORTES,HERACLITO DE SOUSA FORTES,4453,Inq,2015-2018,FACHIN
509,73772,HERMES PARCIANELLO,HERMES PARCIANELLO,3563,Inq,2011-2014,
510,160596,HEULER CRUVINEL,HEULER ABREU CRUVINEL,3540,Inq,2011-2014,
444,160576,HOMERO PEREIRA,CESAR HANNA HALUM,613,AP,2011-2014,
511,141448,HOMERO PEREIRA,HOMERO ALVES PEREIRA,3337,Inq,2011-2014,
512,141448,HOMERO PEREIRA,HOMERO ALVES PEREIRA,3329,Inq,2011-2014,
513,141448,HOMERO PEREIRA,HOMERO ALVES PEREIRA,3115,Inq,2011-2014,
514,141448,HOMERO PEREIRA,HOMERO ALVES PEREIRA,3740,Inq,2011-2014,
515,160674,HUGO MOTTA,HUGO MOTTA WANDERLEY DA NOBREGA,3813,Inq,2011-2014,
516,160974,HUGO NAPOLEAO,HUGO NAPOLEAO DO REGO NETO,628,AP,2011-2014,
1076,141389,INDIO DA COSTA,ANTONIO PEDRO DE SIQUEIRA INDIO DA COSTA,4365,Inq,2015-2018,
1071,67138,IRACEMA PORTELLA,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,3910,Inq,2015-2018,
517,4931,IZALCI LUCAS,IZALCI LUCAS FERREIRA,3344,Inq,2011-2014,
518,4931,IZALCI LUCAS,IZALCI LUCAS FERREIRA,3671,Inq,2011-2014,
519,4931,IZALCI LUCAS,IZALCI LUCAS FERREIRA,883,AP,2011-2014,
931,4931,IZALCI LUCAS,IZALCI LUCAS FERREIRA,4162,Inq,2015-2018,
932,4931,IZALCI LUCAS,IZALCI LUCAS FERREIRA,4163,Inq,2015-2018,
933,4931,IZALCI LUCAS,IZALCI LUCAS FERREIRA,3671,Inq,2015-2018,
934,4931,IZALCI LUCAS,IZALCI LUCAS FERREIRA,883,AP,2015-2018,
132,77701,JACKSON BARRETO,JACKSON BARRETO DE LIMA,443,AP,2006-2010,
133,77701,JACKSON BARRETO,JACKSON BARRETO DE LIMA,431,AP,2006-2010,
134,77701,JACKSON BARRETO,JACKSON BARRETO DE LIMA,488,AP,2006-2010,
135,77701,JACKSON BARRETO,JACKSON BARRETO DE LIMA,2629,Inq,2006-2010,
137,73929,JADER BARBALHO,JADER FONTENELLE BARBALHO,498,AP,2006-2010,
138,73929,JADER BARBALHO,JADER FONTENELLE BARBALHO,549,AP,2006-2010,
139,73929,JADER BARBALHO,JADER FONTENELLE BARBALHO,2909,Inq,2006-2010,
140,73929,JADER BARBALHO,JADER FONTENELLE BARBALHO,2760,Inq,2006-2010,
523,74847,JAIR BOLSONARO,JAIR MESSIAS BOLSONARO,3788,Inq,2011-2014,
524,74847,JAIR BOLSONARO,JAIR MESSIAS BOLSONARO,3932,Inq,2011-2014,
1077,74847,JAIR BOLSONARO,JAIR MESSIAS BOLSONARO,3932,Inq,2015-2018,
1078,74848,JANDIRA FEGHALI,JANDIRA FEGHALI,4366,Inq,2015-2018,
857,73926,JANETE CAPIBERIBE,JANETE MARIA GOES CAPIBERIBE,4113,Inq,2015-2018,
525,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,666,AP,2011-2014,
526,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,682,AP,2011-2014,
527,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,3437,Inq,2011-2014,
528,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,3698,Inq,2011-2014,
529,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,3739,Inq,2011-2014,
530,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,3585,Inq,2011-2014,
531,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,3568,Inq,2011-2014,
532,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,887,AP,2011-2014,
533,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,3836,Inq,2011-2014,
534,160675,JANIO NATAL,JANIO NATAL ANDRADE BORGES,3346,Inq,2011-2014,
535,97822,JAQUELINE RORIZ,JAQUELINE MARIA RORIZ,3113,Inq,2011-2014,
536,97822,JAQUELINE RORIZ,JAQUELINE MARIA RORIZ,3325,Inq,2011-2014,
537,97822,JAQUELINE RORIZ,JAQUELINE MARIA RORIZ,3502,Inq,2011-2014,
1185,131943,JARBAS VASCONCELOS,Jarbas de Andrade Vasconcelos,4402,Inq,2015-2018,FACHIN
1136,74273,JEFFERSON CAMPOS,JEFFERSON ALVES DE CAMPOS,4056,Inq,2015-2018,
1094,160570,JERONIMO GOERGEN,JERONIMO PIZZOLOTTO GOERGEN,3989,Inq,2015-2018,
141,74528,JERONIMO REIS,JERONIMO DE OLIVEIRA REIS,2633,Inq,2006-2010,
571,160531,JHONATAN DE JESUS,JOHNATHAN PEREIRA DE JESUS,3311,Inq,2011-2014,
142,141456,JILMAR TATTO,JILMAR AUGUSTINHO TATTO,2716,Inq,2006-2010,
143,141456,JILMAR TATTO,JILMAR AUGUSTINHO TATTO,3033,Inq,2006-2010,
145,141457,JOAO BITTAR,JOAO BITTAR JUNIOR,2619,Inq,2006-2010,
146,141458,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,2793,Inq,2006-2010,
147,141458,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,2899,Inq,2006-2010,
,141458,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,551,AP,2007-2010,
538,141458,JOAO CARLOS BACELAR,JOAO CARLOS BACELAR,3274,Inq,2011-2014,
539,141458,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,3701,Inq,2011-2014,
540,141458,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,3704,Inq,2011-2014,
892,74131,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,3701,Inq,2015-2018,
893,74131,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,3704,Inq,2015-2018,
894,74131,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,3934,Inq,2015-2018,
895,74131,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,4026,Inq,2015-2018,
1173,141458,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,4430,Inq,2015-2018,FACHIN
1174,141458,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,4450,Inq,2015-2018,FACHIN
1175,141458,JOAO CARLOS BACELAR,JOAO CARLOS PAOLILO BACELAR FILHO,4475,Inq,2015-2018,FACHIN
555,74550,JOAO LEAO,JOAO FELIPE DE SOUZA LEAO,3330,Inq,2011-2014,
544,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,589,AP,2011-2014,
545,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,868,AP,2011-2014,
546,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,3669,Inq,2011-2014,
547,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,3412,Inq,2011-2014,
548,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,3644,Inq,2011-2014,
549,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,3564,Inq,2011-2014,
550,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,3686,Inq,2011-2014,
551,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,3759,Inq,2011-2014,
552,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,886,AP,2011-2014,
553,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,888,AP,2011-2014,
554,74049,JOAO LYRA,JOAO JOSE PEREIRA DE LYRA,893,AP,2011-2014,
148,74120,JOAO MAGALHAES,JOAO LUCIO MAGALHAES BIFANO,3027,Inq,2006-2010,
149,74120,JOAO MAGALHAES,JOAO LUCIO MAGALHAES BIFANO,2824,Inq,2006-2010,
556,74120,JOAO MAGALHAES,JOAO LUCIO MAGALHAES BIFANO,3627,Inq,2011-2014,
557,74120,JOAO MAGALHAES,JOAO LUCIO MAGALHAES BIFANO,3396,Inq,2011-2014,
558,74120,JOAO MAGALHAES,JOAO LUCIO MAGALHAES BIFANO,3712,Inq,2011-2014,
559,74120,JOAO MAGALHAES,JOAO LUCIO MAGALHAES BIFANO,3539,Inq,2011-2014,
560,74120,JOAO MAGALHAES,JOAO LUCIO MAGALHAES BIFANO,3691,Inq,2011-2014,
541,141459,JOAO MAIA,JOAO DA SILVA MAIA,3324,Inq,2011-2014,
542,141459,JOAO MAIA,JOAO DA SILVA MAIA,3766,Inq,2011-2014,
543,141459,JOAO MAIA,JOAO DA SILVA MAIA,3845,Inq,2011-2014,
150,73534,JOAO PAULO CUNHA,JOAO PAULO CUNHA,470,AP,2006-2010,
1118,178967,JOAO PAULO KLEINUBING,JOAO PAULO KARAM KLEINUBING,4275,Inq,2015-2018,
